EmployeeNumber,Age,Gender,MaritalStatus,Attrition,Department,JobRole,JobSatisfaction,JobLevel,BusinessTravel,DistanceFromHome,Salary,OverTime,EnvironmentSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
1383,34,Female,Single,No,Research & Development,Healthcare Representative,4,2,Travel_Rarely,2,6687,No,3,14,4,14,4
1387,28,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,26,4724,No,3,5,3,5,0
1389,31,Male,Married,Yes,Research & Development,Manufacturing Director,3,2,Travel_Rarely,22,6179,Yes,4,10,2,10,6
1390,39,Male,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,21,6120,Yes,1,8,4,5,1
1391,51,Male,Married,No,Sales,Sales Executive,2,3,Travel_Frequently,2,10596,No,2,14,3,4,3
1392,41,Female,Divorced,No,Research & Development,Research Scientist,4,2,Travel_Frequently,22,5467,Yes,4,12,2,6,3
1394,37,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,4,2996,Yes,3,8,3,6,1
1395,33,Male,Married,No,Sales,Sales Executive,4,2,Travel_Frequently,5,9998,No,2,8,4,5,1
1396,32,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,2,4078,Yes,3,4,2,3,1
1397,39,Male,Married,No,Research & Development,Healthcare Representative,3,3,Non-Travel,25,10920,No,3,13,3,6,0
1399,25,Male,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,18,6232,No,1,6,2,3,1
1401,52,Female,Married,No,Research & Development,Manufacturing Director,3,4,Travel_Frequently,28,13247,Yes,4,24,2,5,0
1402,43,Female,Single,No,Research & Development,Research Scientist,3,2,Travel_Rarely,6,4081,Yes,1,20,1,20,1
1403,27,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,10,5769,Yes,4,6,3,6,4
1405,27,Female,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Rarely,17,2394,Yes,4,8,3,8,7
1407,26,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,2,3904,No,1,5,3,4,1
1408,42,Female,Married,No,Human Resources,Manager,1,4,Travel_Rarely,10,16799,No,3,21,3,20,0
1409,52,Female,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,8,2950,No,3,12,1,5,0
1411,37,Female,Single,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,11,3629,No,1,8,3,3,0
1412,35,Male,Single,No,Research & Development,Manufacturing Director,4,3,Travel_Frequently,18,9362,No,3,10,3,2,2
1415,25,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,1,3229,No,1,7,2,3,0
1417,26,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,7,3578,No,3,8,3,7,0
1419,29,Male,Single,No,Human Resources,Human Resources,1,3,Travel_Rarely,17,7988,No,2,10,2,10,0
1420,49,Male,Single,Yes,Research & Development,Laboratory Technician,1,2,Travel_Frequently,28,4284,No,1,20,3,4,1
1421,29,Female,Single,Yes,Research & Development,Healthcare Representative,4,3,Travel_Frequently,14,7553,Yes,3,9,3,8,7
1422,54,Female,Single,No,Research & Development,Research Director,4,4,Travel_Rarely,1,17328,No,4,29,2,20,12
1423,58,Female,Married,No,Research & Development,Research Director,1,5,Travel_Rarely,1,19701,Yes,4,32,3,9,1
1424,55,Male,Divorced,No,Research & Development,Research Director,4,4,Travel_Rarely,1,14732,No,2,31,4,7,0
1425,36,Female,Single,No,Sales,Sales Executive,2,2,Travel_Rarely,3,9278,Yes,1,15,3,5,0
1427,31,Female,Single,Yes,Sales,Sales Representative,3,1,Travel_Frequently,1,1359,No,2,1,3,1,0
1428,30,Female,Divorced,No,Sales,Sales Executive,1,2,Travel_Rarely,7,4779,No,4,8,3,3,0
1430,31,Female,Single,No,Research & Development,Research Director,2,4,Travel_Rarely,8,16422,No,1,9,4,3,1
1431,34,Male,Divorced,No,Research & Development,Research Scientist,1,1,Travel_Frequently,1,2996,No,4,10,3,4,1
1433,31,Female,Single,Yes,Research & Development,Research Scientist,2,1,Travel_Rarely,8,1261,No,1,1,4,1,0
1434,27,Male,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,11,2099,No,2,6,4,5,1
1435,36,Male,Single,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,4,5810,No,1,10,2,10,1
1436,36,Female,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,16,5647,No,3,11,2,3,0
1438,47,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,1,3420,No,1,17,2,6,1
1439,25,Male,Married,Yes,Sales,Sales Representative,1,1,Travel_Rarely,9,4400,No,1,6,3,3,2
1440,37,Male,Single,No,Research & Development,Laboratory Technician,3,1,Non-Travel,5,3500,No,3,7,1,6,1
1441,56,Female,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,1,2066,No,1,5,4,3,1
1443,47,Female,Married,No,Research & Development,Research Director,3,4,Travel_Rarely,2,17169,No,1,26,4,20,5
1445,24,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,4,4162,Yes,4,5,3,5,0
1446,32,Male,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,7,9204,No,4,7,2,4,0
1447,34,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,1,3294,No,4,7,2,5,0
1448,41,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,5,2127,Yes,2,7,2,4,0
1449,40,Male,Divorced,No,Research & Development,Laboratory Technician,3,2,Non-Travel,9,3975,No,3,11,4,8,0
1453,31,Male,Divorced,No,Sales,Sales Executive,4,3,Travel_Rarely,8,10793,No,1,13,3,13,9
1457,46,Male,Divorced,Yes,Sales,Sales Executive,4,3,Travel_Rarely,9,10096,No,1,28,4,7,4
1458,39,Female,Single,Yes,Research & Development,Laboratory Technician,1,1,Non-Travel,2,3646,Yes,1,11,4,1,0
1459,31,Female,Single,Yes,Research & Development,Manufacturing Director,2,3,Travel_Frequently,1,7446,No,3,10,3,10,4
1460,45,Male,Divorced,No,Research & Development,Healthcare Representative,1,3,Travel_Rarely,20,10851,Yes,2,24,3,7,0
1461,31,Female,Single,No,Human Resources,Human Resources,2,1,Travel_Rarely,8,2109,No,4,8,3,3,0
1464,31,Male,Married,Yes,Research & Development,Laboratory Technician,4,1,Travel_Frequently,2,3722,Yes,2,7,1,2,2
1465,45,Male,Married,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,29,9380,Yes,2,10,4,3,1
1466,48,Male,Divorced,No,Sales,Sales Executive,1,2,Travel_Rarely,7,5486,No,3,15,3,2,2
1467,34,Female,Married,Yes,Human Resources,Human Resources,3,1,Travel_Rarely,9,2742,No,1,2,3,2,2
1468,40,Male,Divorced,No,Research & Development,Research Director,2,3,Non-Travel,8,13757,No,4,16,3,9,4
1469,28,Male,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,5,8463,No,4,6,3,5,1
1471,44,Male,Single,No,Research & Development,Laboratory Technician,3,1,Non-Travel,5,3162,No,3,7,3,5,0
1472,53,Male,Single,No,Research & Development,Research Director,2,4,Travel_Rarely,2,16598,No,4,35,2,9,8
1473,49,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,5,6651,No,1,20,2,3,1
1474,40,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Rarely,2,2345,No,3,8,4,3,1
1475,44,Male,Single,No,Research & Development,Research Scientist,2,1,Travel_Rarely,20,3420,No,4,6,2,5,1
1477,33,Male,Married,No,Sales,Sales Executive,1,2,Travel_Frequently,7,4373,No,4,5,3,4,0
1478,34,Male,Single,No,Sales,Sales Executive,1,2,Travel_Rarely,3,4759,No,4,15,3,13,3
1479,30,Male,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,16,5301,No,4,4,2,2,2
1480,42,Female,Single,No,Research & Development,Laboratory Technician,4,1,Travel_Frequently,9,3673,No,1,12,3,12,5
1481,44,Female,Married,No,Sales,Sales Executive,3,2,Travel_Frequently,1,4768,No,1,11,2,1,0
1482,30,Male,Divorced,No,Research & Development,Research Scientist,3,1,Non-Travel,7,1274,No,3,1,2,1,0
1483,57,Male,Married,No,Research & Development,Research Scientist,3,2,Travel_Rarely,1,4900,No,2,13,2,12,2
1484,49,Male,Divorced,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,7,10466,No,3,29,3,8,0
1485,34,Male,Divorced,No,Research & Development,Research Director,1,4,Travel_Frequently,15,17007,No,2,16,2,14,6
1486,28,Male,Married,Yes,Sales,Sales Representative,3,1,Travel_Frequently,1,2909,No,1,5,4,3,1
1487,29,Female,Single,Yes,Sales,Sales Executive,2,2,Travel_Frequently,13,5765,No,1,7,1,5,0
1489,34,Female,Single,Yes,Sales,Sales Executive,2,2,Travel_Rarely,24,4599,Yes,1,16,4,15,10
1492,35,Male,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,7,2404,No,4,1,3,1,0
1494,24,Male,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Frequently,9,3172,Yes,2,4,2,0,0
1495,24,Female,Married,No,Sales,Sales Representative,2,1,Non-Travel,13,2033,No,4,1,3,1,0
1496,44,Male,Single,No,Research & Development,Manufacturing Director,3,3,Travel_Frequently,2,10209,Yes,2,16,2,2,2
1497,29,Male,Divorced,No,Sales,Sales Executive,3,2,Travel_Rarely,19,8620,No,3,10,3,10,0
1499,30,Male,Divorced,No,Human Resources,Human Resources,3,1,Travel_Rarely,1,2064,No,3,6,4,5,1
1501,55,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,4,4035,Yes,4,4,3,3,1
1502,33,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,4,3838,No,1,8,3,5,0
1503,47,Female,Married,No,Sales,Sales Executive,3,2,Travel_Rarely,14,4591,Yes,3,11,2,5,1
1504,28,Male,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Frequently,2,2561,No,3,8,2,0,0
1506,28,Male,Divorced,No,Research & Development,Research Scientist,3,1,Travel_Rarely,1,1563,No,1,1,1,1,0
1507,28,Male,Single,No,Sales,Sales Executive,1,2,Travel_Frequently,7,4898,No,3,5,3,4,1
1509,49,Female,Married,No,Research & Development,Laboratory Technician,1,2,Travel_Rarely,3,4789,No,3,10,3,3,1
1513,29,Female,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Frequently,2,3180,No,4,4,3,3,0
1514,28,Male,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,29,6549,No,3,8,2,8,1
1515,33,Male,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,8,6388,Yes,4,14,3,0,0
1516,32,Male,Single,No,Research & Development,Manager,4,3,Travel_Rarely,10,11244,No,3,10,4,5,0
1520,54,Female,Divorced,No,Research & Development,Manager,4,4,Travel_Frequently,11,16032,No,2,26,3,14,1
1522,29,Male,Single,Yes,Research & Development,Research Scientist,1,1,Travel_Rarely,1,2362,No,1,11,1,9,0
1523,44,Male,Married,No,Research & Development,Research Director,1,4,Travel_Rarely,28,16328,No,4,24,4,20,14
1525,39,Female,Single,No,Research & Development,Manufacturing Director,2,3,Travel_Rarely,6,8376,No,2,9,3,2,2
1527,46,Female,Married,No,Sales,Manager,2,4,Travel_Rarely,3,16606,No,3,23,4,13,5
1529,35,Female,Single,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,16,8606,No,4,11,1,11,3
1533,23,Male,Single,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,20,2272,No,1,5,3,4,1
1534,40,Male,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,9,2018,No,4,15,1,5,1
1535,34,Male,Married,No,Sales,Sales Executive,3,3,Travel_Rarely,1,7083,Yes,4,10,3,10,8
1537,31,Female,Single,Yes,Research & Development,Research Scientist,3,1,Travel_Frequently,3,4084,No,4,7,1,7,7
1539,50,Male,Single,No,Research & Development,Research Director,4,4,Travel_Frequently,22,14411,Yes,3,32,3,32,13
1541,34,Male,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,7,2308,Yes,2,12,3,11,5
1542,42,Male,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,2,4841,No,3,4,3,1,0
1543,37,Male,Married,No,Research & Development,Research Scientist,4,2,Travel_Rarely,13,4285,No,1,10,3,10,3
1544,29,Female,Married,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,8,9715,No,3,9,3,7,0
1545,33,Male,Single,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,25,4320,No,4,5,3,5,0
1546,45,Male,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,28,2132,No,4,8,3,5,0
1547,42,Male,Married,No,Research & Development,Healthcare Representative,4,3,Travel_Frequently,2,10124,Yes,4,24,1,20,13
1548,40,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,9,5473,No,1,9,4,8,7
1549,33,Male,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,28,5207,Yes,2,15,3,15,5
1550,40,Male,Single,No,Human Resources,Manager,4,4,Travel_Rarely,6,16437,Yes,3,21,3,21,7
1551,24,Male,Divorced,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,21,2296,No,3,2,3,1,0
1552,40,Male,Divorced,No,Research & Development,Healthcare Representative,4,2,Non-Travel,8,4069,Yes,4,8,3,2,2
1553,45,Male,Divorced,No,Research & Development,Healthcare Representative,2,3,Travel_Rarely,1,7441,No,1,10,3,10,7
1554,35,Female,Married,No,Sales,Sales Representative,3,1,Travel_Rarely,28,2430,No,2,6,3,5,4
1555,32,Female,Married,No,Research & Development,Research Scientist,2,2,Travel_Rarely,5,5878,No,4,12,3,7,2
1556,36,Male,Single,No,Sales,Sales Representative,4,1,Travel_Rarely,2,2644,Yes,3,7,2,3,1
1557,48,Female,Divorced,No,Sales,Sales Executive,3,2,Travel_Rarely,16,6439,No,3,18,3,8,7
1558,29,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,9,2451,No,3,5,2,1,0
1560,33,Male,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,8,6392,No,1,8,1,2,2
1562,30,Male,Married,Yes,Sales,Sales Executive,1,2,Travel_Rarely,1,9714,No,2,10,3,10,6
1563,38,Male,Married,No,Human Resources,Human Resources,3,2,Travel_Frequently,10,6077,No,3,10,3,6,1
1564,35,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,1,2450,No,4,3,3,3,1
1568,30,Male,Married,No,Sales,Sales Executive,2,3,Travel_Rarely,29,9250,No,3,9,3,4,1
1569,35,Female,Divorced,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,2,2074,Yes,1,1,3,1,0
1572,53,Female,Married,Yes,Research & Development,Manufacturing Director,4,3,Travel_Rarely,2,10169,No,3,34,3,33,1
1573,38,Male,Married,Yes,Research & Development,Manufacturing Director,2,2,Travel_Rarely,2,4855,No,3,7,3,5,1
1574,32,Male,Married,No,Research & Development,Research Scientist,1,2,Non-Travel,1,4087,No,4,9,2,6,1
1576,48,Female,Married,No,Research & Development,Research Scientist,1,1,Travel_Rarely,15,2367,No,3,10,2,8,7
1577,34,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,7,2972,No,1,1,1,1,0
1578,55,Male,Married,No,Sales,Manager,4,5,Travel_Rarely,26,19586,No,3,36,3,36,2
1580,34,Male,Married,No,Research & Development,Research Scientist,4,2,Travel_Rarely,1,5484,No,2,9,2,2,2
1581,26,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,3,2061,No,1,1,3,1,0
1582,38,Male,Married,No,Sales,Sales Executive,2,2,Travel_Rarely,14,9924,No,3,10,3,9,7
1583,38,Female,Single,No,Sales,Sales Executive,2,2,Travel_Rarely,16,4198,No,2,8,4,3,1
1585,36,Female,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,1,6815,No,2,15,3,1,0
1586,29,Male,Single,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,3,4723,Yes,2,10,3,10,1
1587,35,Female,Single,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,10,6142,Yes,1,10,3,5,0
1588,39,Male,Married,No,Sales,Sales Executive,3,3,Travel_Rarely,6,8237,No,4,11,3,7,7
1590,29,Male,Divorced,No,Research & Development,Healthcare Representative,4,2,Travel_Frequently,2,8853,No,1,6,4,6,1
1591,50,Male,Married,No,Sales,Manager,3,5,Travel_Rarely,9,19331,Yes,3,27,3,1,0
1592,23,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,10,2073,No,4,4,3,2,2
1594,36,Male,Married,No,Research & Development,Laboratory Technician,1,2,Travel_Frequently,6,5562,Yes,1,9,3,3,0
1595,42,Male,Single,No,Research & Development,Manager,4,5,Travel_Rarely,9,19613,No,4,24,3,1,0
1596,35,Male,Married,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,28,3407,No,2,10,2,10,6
1597,34,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Frequently,10,5063,No,4,8,2,8,7
1598,40,Female,Married,No,Sales,Sales Executive,1,2,Travel_Rarely,14,4639,No,4,5,3,5,1
1599,43,Male,Divorced,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,27,4876,No,4,8,3,6,0
1601,35,Male,Married,No,Research & Development,Laboratory Technician,4,1,Travel_Rarely,7,2690,No,3,1,2,1,0
1602,46,Male,Single,No,Sales,Manager,1,4,Travel_Rarely,1,17567,No,4,27,1,26,0
1604,28,Male,Married,Yes,Research & Development,Laboratory Technician,2,1,Travel_Rarely,24,2408,Yes,3,1,3,1,0
1605,22,Female,Married,No,Research & Development,Research Scientist,3,1,Non-Travel,26,2814,Yes,2,4,2,4,1
1606,50,Male,Married,No,Research & Development,Healthcare Representative,3,4,Travel_Frequently,20,11245,Yes,2,32,3,30,12
1607,32,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,5,3312,No,2,6,3,3,0
1608,44,Female,Divorced,No,Research & Development,Research Director,4,5,Travel_Rarely,7,19049,Yes,2,23,2,22,1
1609,30,Male,Married,No,Research & Development,Research Scientist,2,1,Travel_Rarely,7,2141,No,2,6,2,6,1
1611,45,Female,Single,No,Research & Development,Laboratory Technician,1,2,Travel_Rarely,5,5769,Yes,3,10,3,10,1
1612,45,Male,Married,No,Sales,Sales Executive,1,2,Non-Travel,26,4385,No,1,10,3,10,4
1613,31,Male,Single,No,Sales,Sales Executive,1,2,Travel_Frequently,2,5332,No,4,10,3,5,0
1614,36,Female,Married,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,12,4663,Yes,3,7,3,3,1
1615,34,Male,Divorced,No,Research & Development,Manufacturing Director,4,2,Travel_Frequently,10,4724,No,3,9,3,9,7
1617,49,Female,Married,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,25,3211,No,3,10,2,9,1
1618,39,Male,Married,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,10,5377,No,2,10,3,7,7
1619,27,Male,Divorced,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,19,4066,No,4,7,3,7,0
1621,35,Male,Married,No,Research & Development,Research Scientist,1,2,Travel_Rarely,18,5208,No,2,16,3,16,1
1622,28,Female,Divorced,No,Research & Development,Manufacturing Director,1,2,Travel_Rarely,27,4877,No,2,6,2,5,0
1623,21,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Rarely,5,3117,No,3,3,3,2,2
1624,18,Female,Single,Yes,Sales,Sales Representative,4,1,Travel_Frequently,3,1569,Yes,2,0,4,0,0
1625,47,Female,Married,No,Human Resources,Manager,3,5,Travel_Rarely,26,19658,No,4,27,3,5,1
1627,39,Male,Divorced,No,Research & Development,Laboratory Technician,3,2,Travel_Rarely,3,3069,No,3,11,3,10,0
1628,40,Female,Married,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,15,10435,No,1,18,3,18,14
1630,35,Female,Married,No,Research & Development,Healthcare Representative,3,2,Non-Travel,8,4148,No,3,15,3,14,2
1631,37,Male,Married,No,Research & Development,Manufacturing Director,3,2,Travel_Rarely,19,5768,No,3,9,2,4,0
1633,39,Female,Single,No,Research & Development,Manufacturing Director,3,2,Travel_Frequently,4,5042,No,1,10,1,9,3
1635,45,Female,Divorced,No,Research & Development,Manufacturing Director,4,2,Travel_Rarely,2,5770,No,4,10,3,10,3
1638,38,Female,Married,No,Research & Development,Manufacturing Director,3,3,Travel_Rarely,2,7756,Yes,4,10,4,5,0
1639,35,Male,Married,Yes,Sales,Sales Executive,1,3,Travel_Rarely,10,10306,No,4,15,3,13,6
1640,37,Female,Married,No,Research & Development,Research Scientist,2,1,Travel_Rarely,10,3936,No,2,8,1,8,7
1641,40,Female,Single,No,Research & Development,Manufacturing Director,4,3,Travel_Rarely,16,7945,Yes,3,18,2,4,3
1642,44,Male,Married,No,Human Resources,Human Resources,4,2,Travel_Frequently,1,5743,Yes,1,14,3,10,0
1644,48,Male,Married,No,Research & Development,Manager,4,4,Travel_Frequently,4,15202,No,3,23,3,2,2
1645,35,Male,Divorced,Yes,Sales,Sales Executive,4,2,Travel_Rarely,15,5440,Yes,1,7,2,2,2
1646,24,Female,Single,No,Research & Development,Research Scientist,4,1,Travel_Frequently,2,3760,Yes,1,6,3,6,1
1647,27,Female,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,8,3517,No,2,5,3,3,0
1648,27,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Frequently,2,2580,No,4,6,2,4,1
1649,40,Male,Single,Yes,Research & Development,Laboratory Technician,1,1,Travel_Rarely,7,2166,Yes,1,10,1,4,0
1650,29,Male,Single,No,Sales,Sales Executive,3,2,Travel_Rarely,10,5869,No,3,8,3,5,1
1651,36,Female,Married,No,Research & Development,Healthcare Representative,1,3,Travel_Rarely,5,8008,No,2,9,3,3,0
1653,25,Male,Divorced,No,Research & Development,Manufacturing Director,3,2,Travel_Frequently,2,5206,No,4,7,3,7,0
1654,39,Male,Married,No,Research & Development,Manufacturing Director,2,2,Travel_Rarely,12,5295,No,4,7,3,5,1
1655,49,Female,Married,No,Research & Development,Research Director,2,4,Travel_Rarely,22,16413,No,1,27,3,4,1
1656,50,Female,Divorced,No,Research & Development,Research Director,1,3,Travel_Rarely,17,13269,No,4,19,3,14,1
1657,20,Female,Single,No,Sales,Sales Representative,3,1,Travel_Rarely,2,2783,No,3,2,3,2,2
1658,34,Female,Divorced,No,Research & Development,Research Scientist,2,2,Travel_Rarely,3,5433,No,4,11,3,11,7
1659,36,Male,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,7,2013,No,1,15,3,4,1
1661,49,Female,Married,No,Research & Development,Healthcare Representative,3,4,Travel_Rarely,6,13966,Yes,3,30,3,15,2
1662,36,Female,Married,No,Research & Development,Manufacturing Director,3,2,Non-Travel,1,4374,No,4,4,3,3,1
1664,36,Male,Divorced,No,Research & Development,Healthcare Representative,1,2,Travel_Rarely,3,6842,No,4,13,3,5,0
1665,54,Female,Married,No,Research & Development,Manager,3,4,Travel_Rarely,22,17426,No,2,36,3,10,4
1666,43,Male,Married,No,Research & Development,Research Director,3,4,Travel_Rarely,15,17603,No,3,14,3,14,6
1667,35,Male,Single,Yes,Sales,Sales Executive,4,2,Travel_Frequently,12,4581,Yes,4,13,4,11,6
1668,38,Male,Married,No,Research & Development,Research Scientist,4,2,Travel_Frequently,1,4735,No,4,19,4,13,2
1669,29,Male,Divorced,No,Sales,Sales Executive,2,2,Travel_Rarely,5,4187,Yes,1,10,2,10,0
1670,33,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Rarely,2,5505,No,4,6,3,6,0
1671,32,Male,Divorced,No,Research & Development,Research Scientist,2,2,Travel_Rarely,2,5470,No,4,10,2,9,1
1673,31,Female,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,5,5476,No,1,10,3,10,0
1674,49,Female,Divorced,No,Research & Development,Laboratory Technician,1,1,Travel_Rarely,16,2587,Yes,4,17,2,2,2
1675,38,Female,Single,No,Research & Development,Laboratory Technician,2,1,Travel_Frequently,2,2440,No,4,4,3,4,3
1676,47,Female,Divorced,No,Sales,Manager,2,4,Travel_Rarely,2,15972,No,2,29,3,3,1
1677,49,Male,Single,No,Research & Development,Manager,3,4,Travel_Rarely,1,15379,No,3,23,3,8,0
1678,41,Male,Single,No,Sales,Sales Executive,3,3,Travel_Rarely,23,7082,Yes,4,21,3,2,0
1680,20,Male,Single,No,Sales,Sales Representative,1,1,Travel_Rarely,9,2728,No,4,2,3,2,0
1681,33,Female,Divorced,No,Sales,Sales Executive,4,2,Non-Travel,16,5368,Yes,3,7,3,6,1
1682,36,Male,Married,No,Research & Development,Healthcare Representative,3,2,Travel_Rarely,26,5347,No,1,10,2,3,0
1683,44,Female,Divorced,No,Human Resources,Human Resources,4,1,Travel_Rarely,1,3195,Yes,3,8,3,2,2
1684,23,Male,Single,Yes,Research & Development,Laboratory Technician,3,1,Travel_Rarely,8,3989,Yes,4,5,3,5,1
1687,38,Female,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,4,3306,No,4,7,2,0,0
1689,53,Male,Married,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,24,7005,No,2,11,3,4,1
1691,48,Female,Married,Yes,Sales,Sales Representative,3,1,Travel_Frequently,7,2655,Yes,4,19,3,9,7
1692,32,Male,Single,Yes,Research & Development,Laboratory Technician,2,1,Travel_Rarely,2,1393,No,4,1,3,1,0
1693,26,Male,Single,No,Research & Development,Laboratory Technician,4,1,Non-Travel,7,2570,No,4,7,3,7,5
1694,55,Male,Divorced,No,Research & Development,Research Scientist,2,1,Travel_Rarely,22,3537,No,1,8,3,4,1
1696,34,Male,Married,No,Research & Development,Laboratory Technician,4,2,Travel_Rarely,5,3986,No,2,15,4,15,4
1697,60,Male,Divorced,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,1,10883,No,3,19,4,1,0
1698,33,Male,Married,No,Research & Development,Laboratory Technician,2,1,Travel_Rarely,21,2028,No,2,14,3,14,2
1700,37,Male,Divorced,No,Sales,Sales Executive,4,2,Travel_Frequently,1,9525,No,3,6,2,6,1
1701,34,Female,Married,No,Research & Development,Research Scientist,4,1,Travel_Rarely,19,2929,No,2,10,3,10,8
1702,23,Male,Divorced,Yes,Sales,Sales Representative,4,1,Travel_Rarely,7,2275,Yes,3,3,3,3,0
1703,44,Female,Married,No,Research & Development,Healthcare Representative,4,3,Travel_Rarely,2,7879,Yes,3,9,3,8,6
1704,35,Male,Single,No,Research & Development,Research Scientist,4,1,Travel_Frequently,2,4930,Yes,1,6,4,5,1
1706,43,Male,Married,No,Sales,Sales Executive,4,2,Travel_Rarely,2,7847,Yes,4,10,3,10,8
1707,24,Male,Married,No,Research & Development,Research Scientist,3,1,Travel_Rarely,9,4401,No,3,5,3,5,0
1708,41,Male,Single,No,Sales,Sales Executive,3,3,Travel_Rarely,6,9241,No,4,10,3,10,8
1709,29,Female,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,9,2974,No,4,9,3,5,1
1710,36,Female,Single,No,Sales,Sales Representative,4,2,Travel_Rarely,2,4502,No,3,17,2,13,6
1712,45,Male,Married,No,Research & Development,Healthcare Representative,3,3,Non-Travel,1,10748,No,3,25,2,23,14
1714,24,Male,Married,Yes,Human Resources,Human Resources,3,1,Travel_Rarely,22,1555,No,4,1,3,1,0
1716,47,Male,Married,Yes,Sales,Sales Executive,3,4,Travel_Frequently,9,12936,No,3,25,1,23,14
1718,26,Male,Married,No,Research & Development,Laboratory Technician,3,1,Travel_Rarely,17,2305,No,4,3,4,3,0
1719,45,Female,Single,No,Research & Development,Research Director,2,4,Travel_Rarely,28,16704,No,4,21,3,21,8
